sample_id,question,gold_first,prediction,upstream_parsed_answer,status,runtime_status,em,f1,baseline_prediction,baseline_em,baseline_f1,windows,model_calls,input_tokens,output_tokens,deferred_promoted,cross_window_promoted,unresolved_queries,error,trajectory,error_type,protocol_valid,protocol_repair_failure_count
dev_758,Where did the director of film Battle Taxi die?,Moreno Valley,"Moreno Valley, California","Moreno Valley, California",OK,ANSWERED,0.0,0.8,,,,2,8,11612,315,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_758-v5_predicted-original-f5ace139.json,,True,0
dev_7580,Who is the paternal grandfather of Humphrey Ii De Bohun?,Humphrey with the Beard,Robert de Bohun,Robert de Bohun,OK,ANSWERED,0.0,0,,,,2,10,23718,831,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_7580-v5_predicted-original-efb6fbbc.json,,True,0
dev_10262,"Who is Wenceslaus Ii, Duke Of Cieszyn's paternal grandfather?","Bolesław II, Duke of Cieszyn","Bolesław II, Duke of Cieszyn","Bolesław II, Duke of Cieszyn",OK,ANSWERED,1.0,1.0,,,,2,10,19179,544,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_10262-v5_predicted-original-b36374db.json,,True,0
dev_4594,"Which film came out earlier, Diary For My Mother And Father or The Story Of Gilbert And Sullivan?",The Story of Gilbert and Sullivan,The Story Of Gilbert And Sullivan,The Story Of Gilbert And Sullivan,OK,ANSWERED,1.0,1.0,,,,2,9,14920,937,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_4594-v5_predicted-original-00bdf489.json,,True,0
dev_8501,"Who is Beatrice Of Bourbon, Queen Of Bohemia's maternal grandfather?","John II, Count of Holland","John II, Count of Avesnes","John II, Count of Avesnes",OK,ANSWERED,0.0,0.8000000000000002,,,,2,10,14384,700,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_8501-v5_predicted-original-e66d8d7c.json,,True,0
dev_8759,What nationality is Khwaja Habibullah's father?,India,Indian,Indian,OK,ANSWERED,0.0,0,,,,2,7,11070,493,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_8759-v5_predicted-original-a99ebdd6.json,,True,0
dev_10616,Who is Georg Ernst Of Limburg Stirum's paternal grandfather?,Hermann Georg of Limburg,Jobst of Limburg,Jobst of Limburg,OK,ANSWERED,0.0,0.5714285714285715,,,,2,7,11988,346,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_10616-v5_predicted-original-782b8ecf.json,,True,0
dev_7720,Where does Vanessa Trump's husband work at?,Elizabeth Trump & Son,The Trump Organization,The Trump Organization,OK,ANSWERED,0.0,0.4,,,,2,4,9020,149,0,0,"['Q1', 'Q2']",,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_7720-v5_predicted-original-7a806b7a.json,,True,0
dev_11483,Are both Stony Rapids Airport and Quaqtaq Airport located in the same country?,yes,Yes,Yes,OK,ANSWERED,1.0,1.0,,,,2,10,15544,629,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_11483-v5_predicted-original-97bfad13.json,,True,0
dev_5617,Are Nastia Liukin and Alice Gerstenberg both from the same country?,yes,Yes,Yes,OK,ANSWERED,1.0,1.0,,,,2,7,12146,562,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_5617-v5_predicted-original-7ebe06dd.json,,True,0
dev_2376,"Which film was released more recently, Manjal Mahimai or Sons Of The Legion?",Manjal Mahimai,Manjal Mahimai,Manjal Mahimai,OK,ANSWERED,1.0,1.0,,,,2,6,11313,340,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_2376-v5_predicted-original-2cb04c6a.json,,True,0
dev_11039,What is the place of birth of Thomas Tidholm's wife?,Stockholm,"Stockholm, Sweden","Stockholm, Sweden",OK,ANSWERED,0.0,0.6666666666666666,,,,2,8,10831,320,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_11039-v5_predicted-original-8e84614b.json,,True,0
dev_3204,"Which film has the director born earlier, A Sunday In September or The Hidden Way?",Hidden Way,The Hidden Way,The Hidden Way,OK,ANSWERED,1.0,1.0,,,,2,14,17297,918,2,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_3204-v5_predicted-original-e1d0e3a6.json,,True,0
dev_1088,"Which film has the director born earlier, Chaitrada Chandrama or Amelia Lópes O'Neill?",Amelia Lópes O'Neill,Chaitrada Chandrama,Chaitrada Chandrama,OK,ANSWERED,0.0,0,,,,2,10,19582,3773,1,0,"['Q2', 'Q4', 'Q5', 'Q6']",,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_1088-v5_predicted-original-a462c9ff.json,,True,0
dev_6763,What is the place of birth of the director of film Pierre And Jean (Film)?,Carcassonne,Paris,Paris,OK,ANSWERED,0.0,0,,,,2,7,10893,327,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_6763-v5_predicted-original-3b7a45bb.json,,True,0
dev_3320,Do Jean-Martin De Prades and Marcel Henry have the same nationality?,yes,Yes,Yes,OK,ANSWERED,1.0,1.0,,,,2,8,14254,704,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_3320-v5_predicted-original-4c24962c.json,,True,0
dev_10404,"Which film has the director died earlier, Modern Mothers or The Slaughter Rule?",Slaughter Rule,Modern Mothers,Modern Mothers,OK,ANSWERED,0.0,0,,,,2,11,18990,1305,1,0,"['Q4', 'Q5']",,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_10404-v5_predicted-original-f1e19059.json,,True,0
dev_10365,"Which film has the director who died first, The Ghost Breakers or Two On The Steppes?",Ghost Breakers,Two On The Steppes,Two On The Steppes,OK,ANSWERED,0.0,0,,,,2,11,15561,2413,1,1,"['Q2', 'Q4', 'Q5', 'Q6', 'Q7']",,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_10365-v5_predicted-original-5124e6ff.json,,True,0
dev_7227,Which country the director of film Hamilton (1998 Film) is from?,Norwegian,Sweden,Sweden,OK,ANSWERED,0.0,0,,,,2,8,12221,304,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_7227-v5_predicted-original-618b5dd7.json,,True,0
dev_4526,"Which film has the director died later, Begrijpt U Nu Waarom Ik Huil? or We Faw Down?",Begrijpt U Nu Waarom Ik Huil?,Begrijpt U Nu Waarom Ik Huil?,Begrijpt U Nu Waarom Ik Huil?,OK,ANSWERED,1.0,1.0,,,,2,16,25529,2003,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_4526-v5_predicted-original-9aa86a2e.json,,False,3
dev_3009,"When did John Tufton, 2Nd Baron Hothfield's father die?",29 October 1926,29 October 1926,29 October 1926,OK,ANSWERED,1.0,1.0,,,,2,8,14550,484,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_3009-v5_predicted-original-dadd1184.json,,True,0
dev_5829,Where was the place of death of Lady Dorothy Macmillan's father?,Derbyshire,Derbyshire,Derbyshire,OK,ANSWERED,1.0,1.0,,,,2,7,11171,357,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_5829-v5_predicted-original-4f6fea71.json,,True,0
dev_7142,Are both The Bo-Weevils and Kulcha (Band) from the same country?,yes,Yes,Yes,OK,ANSWERED,1.0,1.0,,,,2,8,11772,587,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_7142-v5_predicted-original-897eb93a.json,,True,0
dev_12237,"Which film was released more recently, Terra Senza Tempo or Dorf Im Herbst?",Dorf im Herbst,Dorf Im Herbst,Dorf Im Herbst,OK,ANSWERED,1.0,1.0,,,,2,7,12076,643,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_12237-v5_predicted-original-e6efbb94.json,,True,0
dev_9646,Where was the place of death of the composer of song La Chanson D'Ève?,"Paris, France",Paris,Paris,OK,ANSWERED,0.0,0.6666666666666666,,,,2,6,11906,346,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_9646-v5_predicted-original-9f98c341.json,,True,0
dev_5253,"Do the movies True History Of The Kelly Gang (Film) and Wah Do Dem, originate from the same country?",no,no,no,OK,ANSWERED,1.0,1.0,,,,2,8,13843,564,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_5253-v5_predicted-original-62a1b243.json,,True,0
dev_10394,"Which film has the director who was born earlier, Hills Of Oklahoma or Madame Besøker Oslo?",Madame Besøker Oslo,Hills Of Oklahoma,Hills Of Oklahoma,OK,ANSWERED,0.0,0,,,,2,8,12821,901,0,0,['Q5'],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_10394-v5_predicted-original-7a8eca02.json,,True,0
dev_9150,Who is the child of the performer of song This Jesus Must Die?,Kyla Brox,Lance Kerwin,Lance Kerwin,OK,ANSWERED,0.0,0,,,,2,8,12046,2745,0,0,['Q2'],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_9150-v5_predicted-original-b1ddae73.json,,True,0
dev_3255,"Which film has the director who is older, Three Violent People or Girls In White?",Girls in White,Girls in White,Girls in White,OK,ANSWERED,1.0,1.0,,,,2,13,15880,916,3,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_3255-v5_predicted-original-bd571c74.json,,True,0
dev_5300,Are both Reao and Ratonneau located in the same country?,yes,yes,yes,OK,ANSWERED,1.0,1.0,,,,2,6,17050,498,0,0,"['Q2', 'Q3']",,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_5300-v5_predicted-original-f30d261e.json,,True,0
dev_1654,"Do the bands The Gordons (Duo) and Sacred Rite (Band), originate from the same country?",yes,Yes,Yes,OK,ANSWERED,1.0,1.0,,,,1,5,8983,632,0,0,"['Q1', 'Q3']",,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_1654-v5_predicted-original-a0ccec50.json,,False,1
dev_1009,Who is the paternal grandfather of Princess Catherine Of Schleswig-Holstein-Sonderburg-Beck?,Frederick Louis,Frederick Augustus I of Schleswig-Holstein-Sonderburg-Beck,Frederick Augustus I of Schleswig-Holstein-Sonderburg-Beck,OK,ANSWERED,0.0,0.28571428571428575,,,,2,7,12117,462,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_1009-v5_predicted-original-403422ed.json,,True,0
dev_11602,Who is the spouse of the performer of song Dreamworld (Robin Thicke Song)?,Paula Maxine Patton,Paloma Faith,Paloma Faith,OK,ANSWERED,0.0,0,,,,2,6,9638,229,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_11602-v5_predicted-original-b9c3098d.json,,True,0
dev_3749,"Which album was released earlier, Banditi Di Praga or Von Mensch Zu Mensch?",Banditi di Praga,"Neither; both were released on the same date (December 10, 2010)","Neither; both were released on the same date (December 10, 2010)",OK,ANSWERED,0.0,0,,,,2,8,19438,646,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_3749-v5_predicted-original-2a270591.json,,False,1
dev_4546,"Which film has the director died first, Monkey Shines or The Big Show-Off?",Big Show-Off,The Big Show-Off,The Big Show-Off,OK,ANSWERED,1.0,1.0,,,,2,14,17626,1143,1,1,"['Q3', 'Q5']",,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_4546-v5_predicted-original-7474adfa.json,,True,0
dev_9538,"Which film has the director who is older, Cry Of The Hunted or Blowing Wild?",Cry Of The Hunted,Neither,Neither,OK,ANSWERED,0.0,0,,,,2,10,22557,888,1,0,['Q3'],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_9538-v5_predicted-original-c023106d.json,,False,1
dev_10083,"Who is Anthony I, Count Of Oldenburg's paternal grandfather?",Gerhard VI,"Gerhard VI, Count of Oldenburg","Gerhard VI, Count of Oldenburg",OK,ANSWERED,0.0,0.5714285714285715,,,,2,9,12798,480,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_10083-v5_predicted-original-236e7d30.json,,True,0
dev_3889,"Which film has the director born earlier, Two Balloons or The Pocket-Knife?",The Pocket-Knife,The Pocket-Knife,The Pocket-Knife,OK,ANSWERED,1.0,1.0,,,,2,9,12379,724,0,0,['Q3'],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_3889-v5_predicted-original-2c5db453.json,,True,0
dev_2001,Where does Beatrix Of The Netherlands's father work at?,IG Farben,BMW,BMW,OK,ANSWERED,0.0,0,,,,2,8,11588,373,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_2001-v5_predicted-original-2b6b97c8.json,,True,0
dev_5424,"Who is Ernest Ii, Duke Of Saxe-Coburg And Gotha's mother-in-law?",Princess Sophie of Sweden,Princess Sophie of Sweden,Princess Sophie of Sweden,OK,ANSWERED,1.0,1.0,,,,2,8,11595,669,1,1,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_5424-v5_predicted-original-aa065c7a.json,,True,0
dev_2908,Where did the director of film Dad Made Dirty Movies graduate from?,Krastyo Sarafov National Academy for Theatre and Film Arts,Information not available in working memory,Information not available in working memory,OK,ANSWERED,0.0,0,,,,2,9,18929,656,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_2908-v5_predicted-original-de713a89.json,,False,1
dev_4766,"Are both St. Joseph'S School, Darjeeling and Adarsh Vidya Kendra located in the same country?",yes,Yes,Yes,OK,ANSWERED,1.0,1.0,,,,2,8,11679,444,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_4766-v5_predicted-original-b4ae0f45.json,,True,0
dev_7520,Where did Charles Dennis Fisher's father graduate from?,The House,"Christ Church, Oxford","Christ Church, Oxford",OK,ANSWERED,0.0,0,,,,2,9,13208,349,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_7520-v5_predicted-original-437607b0.json,,True,0
dev_701,"Who lived longer, Bernhard Afinger or Melvin Kranzberg?",Melvin Kranzberg,Melvin Kranzberg,Melvin Kranzberg,OK,ANSWERED,1.0,1.0,,,,2,15,26079,1387,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_701-v5_predicted-original-fddbb0d9.json,,True,0
dev_5850,Where was the director of film There'S No Tomorrow (Film) born?,Saarbrucken,Germany,Germany,OK,ANSWERED,0.0,0,,,,2,8,11231,287,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_5850-v5_predicted-original-1f695c98.json,,True,0
dev_11424,Who is the uncle of Qiubo Of Han?,Zhuang Bo of Quwo,The text does not provide the name of the uncle,The text does not provide the name of the uncle,OK,ANSWERED,0.0,0.18181818181818182,,,,2,5,9213,275,0,0,"['Q1', 'Q2', 'Q3']",,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_11424-v5_predicted-original-591a8169.json,,True,0
dev_1353,"When did John St John, 20Th Baron St John Of Bletso's father die?",28 October 1934,28 October 1934,28 October 1934,OK,ANSWERED,1.0,1.0,,,,2,9,13739,572,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_1353-v5_predicted-original-b12d9047.json,,True,0
dev_4680,"Who lived longer, Nina Škottová or Henry Strutt, 2Nd Baron Belper?","Henry Strutt, 2Nd Baron Belper",Nina Škottová,Nina Škottová,OK,ANSWERED,0.0,0,,,,2,6,10464,724,0,0,['Q3'],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_4680-v5_predicted-original-f1adb006.json,,True,0
dev_12040,What is the place of birth of the director of film Cambodia: Between War And Peace?,Phnom Penh,unknown,unknown,OK,ANSWERED,0.0,0,,,,2,8,10893,359,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_12040-v5_predicted-original-dc72da7e.json,,True,0
dev_11062,"Which film has the director died first, Oh, Mr Porter! or An Unforgettable Summer?","Oh, Mr Porter!","Oh, Mr Porter!","Oh, Mr Porter!",OK,ANSWERED,1.0,1.0,,,,2,13,26134,1554,2,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_11062-v5_predicted-original-cd9d973f.json,,False,1
dev_5359,"Who is older, Daniel David Moses or Stanislas Batchi?",Stanislas Batchi,Stanislas Batchi,Stanislas Batchi,OK,ANSWERED,1.0,1.0,,,,1,7,10176,464,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_5359-v5_predicted-original-29324b62.json,,True,0
dev_297,Where was the place of death of George Thomas Orlando Bridgeman's father?,Weston Park,"Kettlethorpe Hall, Lincolnshire","Kettlethorpe Hall, Lincolnshire",OK,ANSWERED,0.0,0,,,,2,8,12587,402,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_297-v5_predicted-original-550795f7.json,,True,0
dev_5288,Who is Kaev Hua Ii's paternal grandfather?,Outey,Ang So,Ang So,OK,ANSWERED,0.0,0,,,,2,9,12933,495,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_5288-v5_predicted-original-4ce1e3c1.json,,True,0
dev_4734,"Which film has the director born earlier, The King Of England Will Not Pay or Outlaws Of The Orient?",The King of England Will Not Pay,The King Of England Will Not Pay,The King Of England Will Not Pay,OK,ANSWERED,1.0,1.0,,,,2,11,14551,967,1,0,"['Q4', 'Q5']",,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_4734-v5_predicted-original-c86ea76e.json,,True,0
dev_5270,What nationality is the director of film This Ain'T Avatar Xxx?,Italian,German,German,OK,ANSWERED,0.0,0,,,,2,8,10800,278,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_5270-v5_predicted-original-d8a69a01.json,,True,0
dev_2505,"Who is Robert, Count Of Eu's paternal grandfather?",Richard I,"William II, Duke of Normandy","William II, Duke of Normandy",OK,ANSWERED,0.0,0,,,,2,9,13908,631,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_2505-v5_predicted-original-8c37538a.json,,True,0
dev_10681,Who is Louis Xii Of France's paternal grandfather?,Louis of Valois,Charles VI of France,Charles VI of France,OK,ANSWERED,0.0,0.28571428571428575,,,,2,7,13337,387,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_10681-v5_predicted-original-e62d326c.json,,True,0
dev_6724,What nationality is the director of film Imperfect Journey?,U.S.A.,Ethiopian,Ethiopian,OK,ANSWERED,0.0,0,,,,2,8,11403,391,1,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_6724-v5_predicted-original-98a0963d.json,,True,0
dev_10166,What is the place of birth of the director of film 911 Nightmare?,U.S.A.,"Chicago, Illinois","Chicago, Illinois",OK,ANSWERED,0.0,0,,,,2,6,9957,188,0,0,[],,results/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5/trajectories/v51-2wiki50-seed4-full128-node199-protocol-v4-retry5-dev_10166-v5_predicted-original-0975b5d3.json,,True,0
